stance,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anger,social,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,bio,drives,affiliation,achieve,power,reward,focuspast,focuspresent,focusfuture,relativ,motion,space,time.1,work,informal,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
Strong Disagreement,46,28.96,97.44,40.55,66.89,11.5,13.04,93.48,63.04,23.91,13.04,0.0,10.87,0.0,2.17,10.87,4.35,13.04,10.87,2.17,8.7,0.0,23.91,0.0,2.17,0.0,0.0,0.0,2.17,2.17,0.0,0.0,13.04,0.0,23.91,6.52,6.52,4.35,10.87,0.0,4.35,2.17,0.0,0.0,4.35,0.0,0.0,2.17,2.17,2.17,17.39,6.52,13.04,8.7,4.35,0.0,0.0,0.0,17.39,6.52,4.35,0.0,6.52,0.0,0.0
Strong Disagreement,11,92.84,99.0,2.4,1.0,11.0,18.18,72.73,36.36,9.09,9.09,0.0,9.09,0.0,0.0,0.0,9.09,18.18,0.0,18.18,0.0,0.0,9.09,0.0,0.0,0.0,18.18,0.0,18.18,0.0,18.18,18.18,27.27,0.0,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,27.27,0.0,27.27,0.0,0.0,0.0,0.0
Neutral,39,89.98,84.75,1.4,1.0,7.8,20.51,76.92,33.33,7.69,2.56,0.0,0.0,2.56,0.0,5.13,5.13,12.82,5.13,2.56,0.0,5.13,17.95,0.0,2.56,0.0,5.13,2.56,5.13,0.0,5.13,0.0,17.95,5.13,15.38,2.56,5.13,2.56,2.56,2.56,2.56,7.69,0.0,0.0,5.13,0.0,2.56,2.56,0.0,7.69,5.13,0.0,7.69,2.56,2.56,2.56,0.0,0.0,25.64,12.82,7.69,0.0,0.0,5.13,0.0
Neutral,23,58.77,90.38,2.02,25.77,11.5,17.39,82.61,56.52,21.74,4.35,0.0,0.0,0.0,4.35,17.39,8.7,13.04,8.7,4.35,0.0,4.35,17.39,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,21.74,0.0,17.39,0.0,4.35,0.0,8.7,0.0,4.35,8.7,4.35,0.0,4.35,0.0,0.0,4.35,0.0,4.35,8.7,0.0,4.35,0.0,4.35,0.0,4.35,0.0,8.7,8.7,0.0,0.0,0.0,0.0,0.0
Neutral,52,48.13,87.57,51.03,89.84,26.0,11.54,82.69,55.77,17.31,13.46,3.85,5.77,0.0,3.85,3.85,1.92,15.38,9.62,3.85,5.77,1.92,13.46,1.92,1.92,0.0,3.85,3.85,3.85,3.85,0.0,0.0,15.38,3.85,13.46,1.92,1.92,0.0,3.85,1.92,3.85,0.0,0.0,0.0,5.77,1.92,1.92,1.92,0.0,3.85,7.69,1.92,11.54,0.0,11.54,0.0,1.92,0.0,1.92,1.92,0.0,0.0,0.0,0.0,0.0
Strong Disagreement,13,92.84,77.92,63.54,1.0,13.0,0.0,76.92,46.15,15.38,0.0,0.0,0.0,0.0,0.0,15.38,7.69,15.38,7.69,0.0,0.0,0.0,23.08,7.69,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,7.69,23.08,15.38,7.69,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0
Neutral,44,31.44,41.03,31.94,3.73,6.29,9.09,88.64,56.82,15.91,6.82,0.0,0.0,4.55,2.27,9.09,11.36,6.82,6.82,6.82,4.55,11.36,18.18,2.27,0.0,4.55,0.0,0.0,2.27,0.0,2.27,0.0,18.18,6.82,11.36,2.27,0.0,0.0,2.27,0.0,9.09,6.82,0.0,0.0,4.55,0.0,0.0,2.27,2.27,9.09,9.09,0.0,11.36,2.27,6.82,2.27,0.0,0.0,25.0,15.91,2.27,0.0,0.0,4.55,0.0
Neutral,10,51.43,99.0,93.3,1.0,5.0,30.0,90.0,60.0,20.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,20.0,10.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,40.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,20.0,10.0,0.0,10.0,40.0,20.0,20.0,0.0,0.0,0.0,0.0
Neutral,7,28.22,92.33,1.0,25.77,7.0,42.86,85.71,57.14,14.29,14.29,0.0,0.0,14.29,0.0,0.0,0.0,14.29,28.57,0.0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,14.29,0.0,0.0,0.0,14.29,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,14.29,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0
Neutral,27,65.78,96.78,1.0,1.0,9.0,18.52,81.48,40.74,18.52,18.52,0.0,0.0,14.81,3.7,0.0,7.41,7.41,3.7,3.7,3.7,0.0,11.11,3.7,0.0,0.0,0.0,0.0,7.41,0.0,7.41,7.41,22.22,14.81,14.81,7.41,0.0,3.7,3.7,3.7,0.0,0.0,0.0,3.7,7.41,0.0,0.0,3.7,3.7,3.7,7.41,0.0,7.41,0.0,7.41,0.0,3.7,3.7,14.81,11.11,0.0,0.0,0.0,0.0,0.0
Neutral,10,92.84,50.0,43.37,25.77,5.0,20.0,90.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,10.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
Neutral,7,5.53,92.33,1.0,25.77,7.0,0.0,85.71,57.14,28.57,28.57,0.0,0.0,14.29,14.29,0.0,0.0,14.29,14.29,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,14.29,0.0,14.29,0.0,71.43,71.43,0.0,0.0,0.0,0.0,0.0
Weak Agreement,4,92.84,99.0,1.0,25.77,4.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0
Neutral,5,1.0,99.0,99.0,25.77,5.0,40.0,100.0,60.0,40.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,20.0,0.0
Weak Disagreement,2,92.84,50.0,1.0,1.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
Neutral,15,1.0,99.0,1.0,25.77,15.0,0.0,86.67,60.0,20.0,13.33,0.0,6.67,0.0,6.67,6.67,0.0,6.67,6.67,20.0,20.0,0.0,13.33,6.67,0.0,20.0,0.0,6.67,13.33,6.67,6.67,0.0,26.67,0.0,26.67,0.0,13.33,6.67,6.67,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.67,6.67,0.0,0.0,6.67,0.0,0.0,13.33,0.0,6.67,6.67,0.0,0.0,0.0
Neutral,19,76.19,94.27,1.0,25.77,19.0,10.53,73.68,42.11,10.53,10.53,0.0,0.0,10.53,0.0,0.0,10.53,5.26,5.26,0.0,5.26,5.26,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.05,15.79,5.26,0.0,5.26,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,15.79,5.26,10.53,0.0,0.0,0.0,10.53,5.26,5.26,0.0,0.0,0.0,0.0
Neutral,8,92.84,99.0,1.0,25.77,8.0,0.0,87.5,50.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,12.5,0.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neutral,6,17.96,95.2,23.51,99.0,6.0,0.0,66.67,33.33,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,16.67,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,16.67,16.67,16.67,0.0,0.0,0.0,0.0,0.0
Neutral,6,1.0,95.2,23.51,25.77,6.0,0.0,66.67,50.0,33.33,16.67,0.0,16.67,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,16.67,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,16.67,0.0,16.67,16.67
Neutral,3,17.96,1.0,98.01,25.77,3.0,33.33,33.33,33.33,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weak Agreement,59,27.64,56.74,16.91,6.73,14.75,8.47,81.36,57.63,13.56,8.47,0.0,0.0,8.47,0.0,5.08,6.78,11.86,10.17,10.17,8.47,5.08,16.95,0.0,0.0,3.39,0.0,1.69,1.69,0.0,1.69,1.69,11.86,8.47,11.86,1.69,1.69,1.69,0.0,1.69,5.08,1.69,1.69,0.0,1.69,0.0,0.0,1.69,0.0,6.78,11.86,0.0,18.64,5.08,10.17,5.08,0.0,0.0,15.25,5.08,0.0,0.0,0.0,3.39,3.39
Neutral,9,17.96,99.0,4.97,25.77,9.0,22.22,77.78,33.33,22.22,11.11,0.0,11.11,0.0,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,22.22,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,11.11,0.0,22.22,11.11,0.0,0.0,0.0,0.0,0.0
Neutral,13,42.69,99.0,1.4,25.77,13.0,23.08,84.62,53.85,23.08,15.38,0.0,0.0,0.0,15.38,7.69,7.69,7.69,7.69,7.69,0.0,0.0,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.46,0.0,15.38,0.0,0.0,0.0,7.69,7.69,0.0,23.08,7.69,0.0,7.69,0.0,0.0,7.69,0.0,15.38,15.38,0.0,7.69,0.0,7.69,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0
Neutral,31,70.64,90.14,1.0,99.0,31.0,9.68,90.32,64.52,16.13,9.68,3.23,0.0,3.23,0.0,6.45,9.68,16.13,16.13,3.23,3.23,0.0,19.35,6.45,3.23,0.0,3.23,0.0,6.45,6.45,0.0,0.0,12.9,6.45,6.45,0.0,0.0,3.23,3.23,0.0,0.0,0.0,0.0,0.0,6.45,3.23,0.0,3.23,0.0,0.0,9.68,0.0,9.68,3.23,3.23,3.23,0.0,0.0,9.68,3.23,3.23,0.0,0.0,3.23,0.0
Neutral,8,1.8,89.42,1.0,25.77,8.0,12.5,75.0,50.0,25.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0
Strong Disagreement,33,72.52,72.77,1.0,25.77,11.0,12.12,69.7,48.48,9.09,3.03,0.0,0.0,0.0,3.03,6.06,6.06,12.12,12.12,6.06,3.03,0.0,18.18,6.06,0.0,0.0,0.0,0.0,6.06,3.03,3.03,0.0,9.09,0.0,12.12,0.0,0.0,12.12,3.03,0.0,3.03,3.03,3.03,0.0,3.03,3.03,0.0,0.0,0.0,3.03,12.12,3.03,6.06,3.03,3.03,0.0,0.0,3.03,9.09,6.06,0.0,0.0,3.03,0.0,0.0
Neutral,7,1.0,99.0,1.0,25.77,3.5,14.29,85.71,57.14,42.86,42.86,0.0,14.29,28.57,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,14.29,0.0,0.0,0.0,0.0,28.57,28.57,0.0,0.0,0.0,0.0,0.0
Neutral,8,99.0,50.0,74.76,25.77,4.0,37.5,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,25.0,12.5,0.0,12.5,0.0,12.5,25.0,25.0,0.0,0.0,0.0,0.0,0.0
Neutral,26,92.84,87.57,17.46,1.0,8.67,15.38,69.23,34.62,7.69,7.69,0.0,0.0,7.69,0.0,0.0,11.54,7.69,0.0,3.85,3.85,3.85,3.85,3.85,0.0,0.0,0.0,0.0,3.85,0.0,3.85,0.0,19.23,19.23,3.85,0.0,0.0,0.0,0.0,0.0,3.85,3.85,3.85,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23,3.85,11.54,3.85,0.0,0.0,15.38,3.85,0.0,0.0,7.69,0.0,0.0
Weak Disagreement,31,14.22,94.64,1.0,1.23,6.2,22.58,80.65,61.29,16.13,12.9,0.0,0.0,9.68,3.23,3.23,6.45,6.45,22.58,9.68,0.0,0.0,22.58,6.45,0.0,0.0,0.0,0.0,3.23,0.0,3.23,0.0,16.13,9.68,12.9,6.45,0.0,6.45,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,3.23,0.0,6.45,12.9,0.0,9.68,0.0,6.45,3.23,0.0,0.0,22.58,22.58,0.0,0.0,0.0,0.0,0.0
Weak Disagreement,28,47.35,76.25,1.0,99.0,14.0,17.86,92.86,50.0,14.29,7.14,0.0,0.0,7.14,0.0,7.14,3.57,10.71,7.14,3.57,7.14,3.57,17.86,3.57,0.0,0.0,0.0,3.57,17.86,10.71,3.57,0.0,14.29,7.14,25.0,0.0,3.57,3.57,7.14,7.14,3.57,3.57,3.57,3.57,7.14,3.57,0.0,3.57,0.0,0.0,10.71,0.0,10.71,7.14,0.0,3.57,0.0,3.57,14.29,7.14,7.14,0.0,0.0,0.0,0.0
Strong Disagreement,31,14.22,94.64,1.0,1.23,6.2,22.58,80.65,61.29,16.13,12.9,0.0,0.0,9.68,3.23,3.23,6.45,6.45,22.58,9.68,0.0,0.0,22.58,6.45,0.0,0.0,0.0,0.0,3.23,0.0,3.23,0.0,16.13,9.68,12.9,6.45,0.0,6.45,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,3.23,0.0,6.45,12.9,0.0,9.68,0.0,6.45,3.23,0.0,0.0,22.58,22.58,0.0,0.0,0.0,0.0,0.0
Strong Disagreement,28,47.35,76.25,1.0,99.0,14.0,17.86,92.86,50.0,14.29,7.14,0.0,0.0,7.14,0.0,7.14,3.57,10.71,7.14,3.57,7.14,3.57,17.86,3.57,0.0,0.0,0.0,3.57,17.86,10.71,3.57,0.0,14.29,7.14,25.0,0.0,3.57,3.57,7.14,7.14,3.57,3.57,3.57,3.57,7.14,3.57,0.0,3.57,0.0,0.0,10.71,0.0,10.71,7.14,0.0,3.57,0.0,3.57,14.29,7.14,7.14,0.0,0.0,0.0,0.0
Neutral,12,92.84,50.0,74.76,25.77,12.0,0.0,91.67,50.0,16.67,8.33,8.33,0.0,0.0,0.0,8.33,16.67,8.33,8.33,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,8.33,0.0,0.0,0.0,8.33,0.0,16.67,8.33,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,8.33,0.0,0.0,8.33,8.33,0.0,25.0,8.33,16.67,0.0,0.0,0.0,0.0
Neutral,6,1.8,4.8,23.51,25.77,3.0,33.33,66.67,50.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0.0,16.67,0.0,16.67,50.0,0.0,0.0,0.0,16.67,0.0,33.33
Neutral,19,92.84,29.92,4.05,1.0,9.5,15.79,100.0,52.63,10.53,10.53,0.0,0.0,0.0,10.53,0.0,5.26,21.05,5.26,0.0,5.26,5.26,31.58,5.26,0.0,0.0,0.0,0.0,10.53,0.0,5.26,0.0,10.53,0.0,15.79,0.0,0.0,10.53,5.26,0.0,10.53,0.0,0.0,10.53,31.58,0.0,0.0,15.79,10.53,0.0,26.32,0.0,10.53,5.26,5.26,0.0,10.53,0.0,10.53,10.53,0.0,0.0,0.0,0.0,0.0
Neutral,6,1.0,99.0,1.0,25.77,6.0,16.67,83.33,66.67,50.0,16.67,0.0,0.0,16.67,0.0,33.33,0.0,0.0,16.67,0.0,0.0,0.0,33.33,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0
Neutral,6,1.8,50.0,23.51,1.0,3.0,50.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,16.67,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0
Neutral,42,54.14,50.0,23.51,1.0,14.0,16.67,92.86,52.38,11.9,2.38,2.38,0.0,0.0,0.0,9.52,11.9,7.14,16.67,2.38,4.76,2.38,23.81,4.76,4.76,0.0,0.0,7.14,4.76,0.0,4.76,2.38,9.52,0.0,16.67,0.0,0.0,4.76,7.14,4.76,4.76,7.14,7.14,2.38,2.38,0.0,0.0,0.0,0.0,14.29,4.76,0.0,14.29,0.0,9.52,4.76,0.0,2.38,11.9,4.76,2.38,2.38,0.0,0.0,2.38
Weak Disagreement,3,92.84,50.0,98.01,25.77,3.0,33.33,66.67,66.67,33.33,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0
Neutral,6,1.8,99.0,1.0,25.77,6.0,0.0,83.33,50.0,33.33,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,33.33,16.67,16.67,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neutral,6,1.0,4.8,98.01,99.0,6.0,0.0,100.0,66.67,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,33.33,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,33.33,16.67,0.0,16.67,0.0,16.67,0.0,0.0,16.67,0.0,0.0,16.67,0.0,33.33,50.0,33.33,0.0,0.0,0.0,16.67,0.0
Weak Disagreement,46,23.89,99.0,27.39,1.0,6.57,15.22,97.83,56.52,26.09,15.22,4.35,8.7,2.17,0.0,10.87,6.52,6.52,13.04,2.17,2.17,0.0,19.57,4.35,4.35,2.17,0.0,2.17,13.04,4.35,8.7,6.52,30.43,0.0,19.57,4.35,2.17,0.0,8.7,2.17,2.17,6.52,0.0,0.0,8.7,0.0,4.35,4.35,4.35,4.35,15.22,0.0,8.7,0.0,4.35,4.35,2.17,2.17,26.09,0.0,0.0,2.17,15.22,0.0,2.17
Weak Disagreement,4,99.0,99.0,1.0,1.0,4.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weak Disagreement,46,23.89,99.0,27.39,1.0,6.57,15.22,97.83,56.52,26.09,15.22,4.35,8.7,2.17,0.0,10.87,6.52,6.52,13.04,2.17,2.17,0.0,19.57,4.35,4.35,2.17,0.0,2.17,13.04,4.35,8.7,6.52,30.43,0.0,19.57,4.35,2.17,0.0,8.7,2.17,2.17,6.52,0.0,0.0,8.7,0.0,4.35,4.35,4.35,4.35,15.22,0.0,8.7,0.0,4.35,4.35,2.17,2.17,26.09,0.0,0.0,2.17,15.22,0.0,2.17
Weak Disagreement,4,99.0,99.0,1.0,1.0,4.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neutral,4,99.0,99.0,1.0,1.0,4.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0
Neutral,20,92.84,97.69,3.37,25.77,5.0,10.0,65.0,35.0,10.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,15.0,0.0,5.0,5.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,5.0,0.0,5.0,0.0,0.0,10.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,35.0,20.0,0.0,0.0,15.0,0.0,0.0
Neutral,41,72.34,83.54,1.17,1.0,41.0,26.83,92.68,43.9,12.2,9.76,0.0,0.0,7.32,2.44,2.44,9.76,7.32,2.44,0.0,7.32,7.32,14.63,0.0,0.0,0.0,4.88,0.0,4.88,0.0,4.88,2.44,19.51,14.63,14.63,2.44,2.44,4.88,2.44,2.44,2.44,9.76,2.44,0.0,9.76,0.0,0.0,7.32,2.44,2.44,2.44,4.88,14.63,0.0,4.88,9.76,7.32,0.0,12.2,2.44,4.88,0.0,0.0,4.88,0.0
Strong Disagreement,5,51.43,99.0,1.0,1.0,5.0,20.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
Strong Disagreement,49,92.84,88.95,59.54,4.76,12.25,24.49,83.67,38.78,10.2,6.12,0.0,0.0,2.04,4.08,4.08,8.16,12.24,6.12,2.04,2.04,0.0,16.33,8.16,4.08,6.12,4.08,2.04,2.04,0.0,2.04,2.04,12.24,2.04,12.24,8.16,2.04,0.0,4.08,0.0,0.0,2.04,2.04,0.0,6.12,2.04,0.0,4.08,0.0,4.08,14.29,0.0,16.33,2.04,8.16,6.12,6.12,2.04,26.53,2.04,2.04,6.12,0.0,0.0,6.12
